2016-01-04,32.12,32.35,31.14,31.4,25176155,AABA
2016-01-05,31.55,32.32,31.53,32.2,14301076,AABA
2016-01-06,31.67,32.46,31.6,32.16,16047757,AABA
2016-01-07,30.97,31.19,30.02,30.16,21209071,AABA
2016-01-08,30.51,31.54,30.0,30.63,26322780,AABA
2016-01-11,30.65,30.75,29.74,30.17,17140122,AABA
2016-01-12,30.58,30.97,30.21,30.69,13198495,AABA
2016-01-13,30.89,31.17,29.32,29.44,16593732,AABA
2016-01-14,29.69,30.57,28.71,30.32,14995662,AABA
2016-01-15,29.28,29.77,28.58,29.14,17352014,AABA
2016-01-19,29.84,30.0,29.31,29.74,20036365,AABA
2016-01-20,28.98,29.11,27.44,28.78,20455096,AABA
2016-01-21,28.75,29.8,28.19,29.31,16073930,AABA
2016-01-22,29.97,30.52,29.31,29.75,16272093,AABA
2016-01-25,29.96,30.39,29.66,29.78,23095495,AABA
2016-01-26,29.76,30.19,29.62,29.98,11422624,AABA
2016-01-27,29.9,30.53,29.44,29.69,13269873,AABA
2016-01-28,30.59,30.63,28.6,28.75,15420511,AABA
2016-01-29,29.1,29.51,28.51,29.51,18718334,AABA
2016-02-01,29.27,29.78,28.79,29.57,12865755,AABA
2016-02-02,29.32,30.23,28.13,29.06,34088167,AABA
2016-02-03,28.45,28.61,26.57,27.68,55527649,AABA
2016-02-04,27.91,29.23,27.71,29.15,28516992,AABA
2016-02-05,29.06,29.14,27.72,27.97,16077452,AABA
2016-02-08,27.61,27.97,26.48,27.05,24473574,AABA
2016-02-09,26.64,27.69,26.51,26.82,13919057,AABA
2016-02-10,27.11,27.81,26.84,27.1,8933601,AABA
2016-02-11,26.46,26.97,26.15,26.76,11154923,AABA
2016-02-12,27.12,27.32,26.72,27.04,12986151,AABA
2016-02-16,27.98,29.44,27.94,29.28,20127286,AABA
2016-02-17,29.47,29.66,29.06,29.37,12891554,AABA
2016-02-18,29.56,30.14,29.39,29.42,15259369,AABA
2016-02-19,30.19,30.23,29.7,30.04,20706072,AABA
2016-02-22,30.65,31.21,30.39,31.17,21455295,AABA
2016-02-23,31.2,31.38,30.5,30.67,16847456,AABA
2016-02-24,30.41,31.12,29.8,30.95,12612029,AABA
2016-02-25,30.74,31.36,30.24,31.36,19842342,AABA
2016-02-26,31.68,31.9,31.22,31.37,16680156,AABA
2016-02-29,31.31,32.46,31.31,31.79,19208698,AABA
2016-03-01,32.04,32.85,32.04,32.8,14833638,AABA
2016-03-02,32.81,33.24,32.77,32.91,10458566,AABA
2016-03-03,32.71,33.21,32.42,32.88,11355589,AABA
2016-03-04,32.91,33.93,32.76,33.86,22915205,AABA
2016-03-07,33.68,34.38,33.59,33.96,22923982,AABA
2016-03-08,33.66,33.82,32.84,32.93,21007332,AABA
2016-03-09,33.09,33.52,32.78,33.51,12647144,AABA
2016-03-10,33.59,33.6,32.09,32.82,19451953,AABA
2016-03-11,33.29,33.86,32.84,33.81,11682714,AABA
2016-03-14,33.75,34.08,33.51,33.58,7960303,AABA
2016-03-15,33.32,33.46,33.11,33.26,10672318,AABA
2016-03-16,33.03,34.08,33.0,34.01,10975697,AABA
2016-03-17,33.88,34.55,33.87,34.28,9334078,AABA
2016-03-18,34.54,35.21,34.38,35.17,20488334,AABA
2016-03-21,35.0,36.1,35.0,35.47,13279376,AABA
2016-03-22,34.68,35.61,34.68,35.41,11272275,AABA
2016-03-23,35.43,35.7,34.71,34.8,12192595,AABA
2016-03-24,34.45,34.86,33.93,34.86,14101549,AABA
2016-03-28,35.39,35.45,34.62,35.23,12976815,AABA
2016-03-29,35.05,36.43,35.01,36.32,23166544,AABA
2016-03-30,36.61,37.28,36.44,36.56,19836459,AABA
2016-03-31,36.51,37.02,36.5,36.81,18666216,AABA
2016-04-01,36.54,36.88,36.31,36.48,13650354,AABA
2016-04-04,36.55,37.5,36.54,37.02,20203233,AABA
2016-04-05,36.7,36.92,36.22,36.41,12439202,AABA
2016-04-06,36.4,37.0,36.31,36.66,19418583,AABA
2016-04-07,35.86,37.25,35.72,36.17,38653774,AABA
2016-04-08,36.85,36.92,35.62,36.07,20251112,AABA
2016-04-11,36.38,36.84,36.32,36.48,13709569,AABA
2016-04-12,36.65,36.83,36.28,36.66,10439369,AABA
2016-04-13,36.94,37.35,36.9,37.31,17158703,AABA
2016-04-14,37.47,37.5,36.85,37.17,16608991,AABA
2016-04-15,37.13,37.15,36.42,36.51,19016188,AABA
2016-04-18,36.24,37.0,35.88,36.52,17723026,AABA
2016-04-19,36.46,36.73,36.11,36.33,20014080,AABA
2016-04-20,37.1,38.18,37.0,37.84,30758921,AABA
2016-04-21,37.92,38.12,37.35,37.67,11633739,AABA
2016-04-22,37.5,38.09,37.16,37.48,9071816,AABA
2016-04-25,37.47,37.54,37.18,37.23,9823457,AABA
2016-04-26,37.32,37.54,36.91,37.11,10059564,AABA
2016-04-27,37.52,37.59,36.63,36.95,16391163,AABA
2016-04-28,36.84,37.44,36.51,36.59,13148503,AABA
2016-04-29,36.51,36.98,36.15,36.6,11954114,AABA
2016-05-02,36.65,36.74,36.32,36.53,6581891,AABA
2016-05-03,36.25,36.41,35.91,36.01,8774971,AABA
2016-05-04,35.81,36.09,35.74,36.0,9649269,AABA
2016-05-05,37.06,37.45,36.86,36.94,13699177,AABA
2016-05-06,36.55,37.31,36.49,37.23,9208343,AABA
2016-05-09,36.97,37.35,36.92,37.18,6149115,AABA
2016-05-10,37.17,37.58,37.14,37.44,7171353,AABA
2016-05-11,37.28,37.63,37.2,37.37,9997359,AABA
2016-05-12,37.39,37.51,36.79,37.03,11169187,AABA
2016-05-13,36.91,37.07,36.38,36.48,10996727,AABA
2016-05-16,37.03,37.79,36.88,37.48,16976456,AABA
2016-05-17,37.44,37.7,37.25,37.27,11335505,AABA
2016-05-18,37.09,37.5,36.89,37.24,8465904,AABA
2016-05-19,36.94,37.23,36.67,37.02,7096480,AABA
2016-05-20,36.05,36.72,35.88,36.5,34311031,AABA
2016-05-23,36.46,36.94,36.43,36.66,7768631,AABA
2016-05-24,36.85,37.63,36.77,37.53,10601318,AABA
2016-05-25,36.63,36.96,35.47,35.59,33984864,AABA
2016-05-26,36.13,36.85,36.07,36.76,16277866,AABA
2016-05-27,36.88,37.88,36.84,37.82,14642533,AABA
2016-05-31,37.73,38.08,37.5,37.94,12873630,AABA
2016-06-01,37.25,37.74,36.56,36.65,22177647,AABA
2016-06-02,36.66,37.22,36.58,37.15,12179259,AABA
2016-06-03,37.11,37.11,36.5,36.6,12059105,AABA
2016-06-06,36.67,37.2,36.52,37.07,8426142,AABA
2016-06-07,36.9,36.99,36.62,36.73,14757059,AABA
2016-06-08,36.84,37.3,36.84,36.97,9181896,AABA
2016-06-09,36.82,37.73,36.71,37.35,14759107,AABA
2016-06-10,36.97,37.14,36.59,36.83,11216470,AABA
2016-06-13,36.7,36.91,36.42,36.47,6519751,AABA
2016-06-14,36.63,37.44,36.63,37.4,13023127,AABA
2016-06-15,37.43,37.6,37.1,37.32,10213170,AABA
2016-06-16,37.39,37.45,36.54,37.39,10634046,AABA
2016-06-17,37.43,37.44,36.81,36.94,12593900,AABA
2016-06-20,37.27,37.68,37.24,37.29,8957313,AABA
2016-06-21,37.37,37.55,37.2,37.4,5574603,AABA
2016-06-22,37.37,37.52,37.17,37.36,6279215,AABA
2016-06-23,37.64,37.78,37.41,37.78,7710892,AABA
2016-06-24,36.4,36.95,36.08,36.24,19657828,AABA
2016-06-27,35.87,36.01,35.05,35.22,14157606,AABA
2016-06-28,35.58,36.14,35.5,36.04,10990713,AABA
2016-06-29,36.25,37.08,36.25,36.86,10808162,AABA
2016-06-30,36.89,37.58,36.89,37.56,15209878,AABA
2016-07-01,37.56,38.08,37.43,37.99,10602792,AABA
2016-07-05,37.68,37.77,37.17,37.5,8746735,AABA
2016-07-06,37.43,37.56,37.13,37.51,8328101,AABA
2016-07-07,37.57,37.76,37.29,37.52,9031440,AABA
2016-07-08,37.53,37.84,37.06,37.74,8786614,AABA
2016-07-11,37.44,38.15,37.37,37.96,20342573,AABA
2016-07-12,38.0,38.33,37.87,37.89,15224047,AABA
2016-07-13,37.99,38.01,37.46,37.64,9566060,AABA
2016-07-14,37.85,38.35,37.85,37.96,10713015,AABA
2016-07-15,38.16,38.18,37.68,37.72,13513375,AABA
2016-07-18,37.68,37.97,37.5,37.95,16046777,AABA
2016-07-19,37.77,38.49,37.65,38.17,10393957,AABA
2016-07-20,38.36,38.93,38.26,38.9,8177973,AABA
2016-07-21,39.01,39.25,38.72,38.85,7671760,AABA
2016-07-22,38.9,39.42,38.78,39.38,11325660,AABA
2016-07-25,39.2,39.21,38.22,38.32,41814378,AABA
2016-07-26,38.07,38.83,37.9,38.76,15978647,AABA
2016-07-27,38.66,38.77,38.43,38.66,12148433,AABA
2016-07-28,38.58,38.64,38.23,38.52,7424404,AABA
2016-07-29,38.47,38.52,38.08,38.19,13199145,AABA
2016-08-01,38.18,38.89,38.1,38.8,9605006,AABA
2016-08-02,38.6,38.67,38.26,38.57,7504721,AABA
2016-08-03,38.43,38.55,38.28,38.39,5890051,AABA
2016-08-04,38.47,39.03,38.43,38.92,11000843,AABA
2016-08-05,39.0,39.15,38.9,38.99,9127094,AABA
2016-08-08,39.0,39.27,38.86,39.24,10131279,AABA
2016-08-09,39.24,39.31,39.1,39.24,5971530,AABA
2016-08-10,39.34,39.98,39.3,39.93,12981568,AABA
2016-08-11,41.12,41.73,40.93,41.27,23938864,AABA
2016-08-12,41.28,42.98,41.28,42.94,25182851,AABA
2016-08-15,43.18,43.29,42.43,42.67,14441784,AABA
2016-08-16,42.3,42.79,41.95,42.49,13793794,AABA
2016-08-17,42.39,42.75,42.39,42.7,8571927,AABA
2016-08-18,42.69,42.97,42.58,42.9,11294419,AABA
2016-08-19,42.8,43.12,42.64,43.02,9460753,AABA
2016-08-22,42.84,42.87,42.33,42.52,6229402,AABA
2016-08-23,42.61,42.91,42.45,42.6,8963786,AABA
2016-08-24,42.5,42.77,41.79,41.91,6930295,AABA
2016-08-25,41.83,42.24,41.73,42.03,5360912,AABA
2016-08-26,42.15,42.61,41.94,42.27,6327991,AABA
2016-08-29,42.2,42.46,42.08,42.26,4555600,AABA
2016-08-30,42.28,42.74,42.28,42.58,5804080,AABA
2016-08-31,42.46,42.8,42.46,42.75,7715941,AABA
2016-09-01,42.78,43.1,42.72,42.93,5575305,AABA
2016-09-02,43.27,43.6,43.08,43.28,7334914,AABA
2016-09-06,43.5,44.85,43.5,44.71,18125776,AABA
2016-09-07,44.55,44.92,44.19,44.35,9109446,AABA
2016-09-08,44.07,44.72,44.03,44.36,7882609,AABA
2016-09-09,43.92,44.15,42.82,42.92,12060737,AABA
2016-09-12,42.28,43.65,42.18,43.46,10808806,AABA
2016-09-13,43.19,43.52,42.69,43.04,10132044,AABA
2016-09-14,42.91,43.62,42.86,43.46,11625287,AABA
2016-09-15,43.41,44.05,43.22,43.99,12535634,AABA
2016-09-16,43.94,44.02,43.47,43.67,19093930,AABA
2016-09-19,43.92,43.95,43.0,43.19,7887375,AABA
2016-09-20,43.24,43.38,42.66,42.79,9788923,AABA
2016-09-21,42.89,44.22,42.89,44.14,12313680,AABA
2016-09-22,43.94,44.87,43.74,44.15,33355616,AABA
2016-09-23,43.5,43.76,42.54,42.8,31888521,AABA
2016-09-26,42.38,42.74,41.85,42.29,12745119,AABA
2016-09-27,42.43,43.41,42.32,43.37,8765715,AABA
2016-09-28,43.4,43.72,43.25,43.69,7418984,AABA
2016-09-29,43.17,43.3,42.43,42.57,13720746,AABA
2016-09-30,42.74,43.25,42.72,43.1,10374757,AABA
2016-10-03,42.95,43.18,42.82,43.13,7965922,AABA
2016-10-04,43.2,43.5,42.96,43.18,8998384,AABA
2016-10-05,43.23,43.87,43.22,43.71,6118487,AABA
2016-10-06,43.64,43.82,43.37,43.68,6293908,AABA
2016-10-07,43.26,43.68,43.12,43.22,8502112,AABA
2016-10-10,43.36,44.07,43.25,43.92,6573631,AABA
2016-10-11,43.87,44.08,42.49,42.68,9513283,AABA
2016-10-12,42.6,42.78,42.05,42.36,7290843,AABA
2016-10-13,42.0,42.08,41.17,41.62,15689711,AABA
2016-10-14,42.04,42.25,41.4,41.44,7781258,AABA
2016-10-17,41.35,41.94,41.24,41.79,8620369,AABA
2016-10-18,42.04,42.6,41.63,41.68,19360802,AABA
2016-10-19,42.3,42.94,42.26,42.73,14532469,AABA
2016-10-20,42.69,42.69,42.07,42.38,11671022,AABA
2016-10-21,42.1,42.2,41.73,42.17,7194168,AABA
2016-10-24,42.5,42.68,42.38,42.59,4346851,AABA
2016-10-25,42.72,42.75,42.43,42.55,5338875,AABA
2016-10-26,42.26,42.44,41.95,42.08,6123026,AABA
2016-10-27,42.31,42.49,41.81,41.87,7240848,AABA
2016-10-28,42.03,42.22,41.71,41.78,6197469,AABA
2016-10-31,42.03,42.16,41.55,41.55,3749658,AABA
2016-11-01,41.13,41.34,40.69,41.33,11751521,AABA
2016-11-02,41.8,42.16,40.36,40.68,13019956,AABA
2016-11-03,40.62,40.75,40.18,40.23,8112820,AABA
2016-11-04,39.96,40.67,39.8,40.28,4579437,AABA
2016-11-07,41.17,41.23,40.86,41.05,5430744,AABA
2016-11-08,40.97,41.28,40.68,41.16,4229743,AABA
2016-11-09,40.44,41.39,40.22,41.21,24000065,AABA
2016-11-10,41.55,41.65,39.54,40.16,16443786,AABA
2016-11-11,39.84,40.52,39.37,40.42,15178907,AABA
2016-11-14,40.36,40.39,38.87,39.3,12692293,AABA
2016-11-15,39.61,40.45,39.58,40.21,13364918,AABA
2016-11-16,40.1,41.05,40.1,40.98,15609553,AABA
2016-11-17,41.34,41.65,41.2,41.45,8692013,AABA
2016-11-18,41.48,41.65,40.9,41.19,8138928,AABA
2016-11-21,41.44,41.48,40.94,41.11,11355856,AABA
2016-11-22,41.2,41.4,40.83,41.01,8881541,AABA
2016-11-23,40.91,40.98,40.54,40.96,3719257,AABA
2016-11-25,41.08,41.08,40.71,40.87,2586908,AABA
2016-11-28,40.85,41.7,40.74,41.45,6836364,AABA
2016-11-29,41.43,41.83,41.12,41.6,13085981,AABA
2016-11-30,41.62,41.67,40.88,41.02,7644360,AABA
2016-12-01,41.0,41.04,39.53,39.63,12624139,AABA
2016-12-02,39.77,40.32,39.58,40.07,8588544,AABA
2016-12-05,40.02,40.39,39.85,40.2,4408407,AABA
2016-12-06,40.31,40.42,39.88,39.97,6987846,AABA
2016-12-07,39.98,40.57,39.75,40.52,7208492,AABA
2016-12-08,40.66,41.6,40.42,41.41,9171707,AABA
2016-12-09,41.52,41.8,41.44,41.76,6836112,AABA
2016-12-12,41.45,41.53,41.12,41.3,4451709,AABA
2016-12-13,41.35,41.79,41.14,41.47,6564552,AABA
2016-12-14,41.44,41.53,40.83,40.91,19555694,AABA
2016-12-15,40.0,40.0,38.25,38.41,43669990,AABA
2016-12-16,38.62,39.22,38.42,38.61,21694081,AABA
2016-12-19,38.66,38.79,38.27,38.42,13615511,AABA
2016-12-20,38.4,39.18,38.24,39.16,25008427,AABA
2016-12-21,39.08,39.32,38.97,39.15,8296515,AABA
2016-12-22,38.69,38.79,38.26,38.5,11685650,AABA
2016-12-23,38.46,38.81,38.37,38.66,3841245,AABA
2016-12-27,38.59,39.06,38.5,38.92,4240285,AABA
2016-12-28,39.12,39.22,38.71,38.73,4428368,AABA
2016-12-29,38.76,38.93,38.48,38.64,4170497,AABA
2016-12-30,38.72,39.0,38.43,38.67,6432792,AABA
